"gene","n","spearman_rho","p_value","p_adj_BH","abs_rho","direction"
"SERPINA11",266,-0.0236792163916283,0.700658675537754,0.766430398613057,0.0236792163916283,"Negative"
"CENPQ",266,-0.0236689880308148,0.700781770894578,0.766500036826479,0.0236689880308148,"Negative"
"RP11-309L24",266,-0.0236619745250342,0.700866180918413,0.766500036826479,0.0236619745250342,"Negative"
"FGF18",266,-0.0236607144280387,0.700881347020836,0.766500036826479,0.0236607144280387,"Negative"
"METTL7A",266,-0.0236568737935575,0.700927572333257,0.766500036826479,0.0236568737935575,"Negative"
"ZNF511",266,0.0236473099220385,0.701042686470099,0.766569806263856,0.0236473099220385,"Positive"
"GLMN",266,0.0236116048017011,0.701472506197788,0.766929977684345,0.0236116048017011,"Positive"
"KRTAP5-2",266,0.0236114188477384,0.70147474496813,0.766929977684345,0.0236114188477384,"Positive"
"ZSWIM6",266,-0.0235803628214059,0.701848676395232,0.767282647396148,0.0235803628214059,"Negative"
"TMEM170B",266,0.0235727117241907,0.701940810787138,0.767327218816703,0.0235727117241907,"Positive"
"SLC12A7",266,0.023545295292503,0.702270994788528,0.767631988815821,0.023545295292503,"Positive"
"HK2",266,-0.0235370066038533,0.702370828861815,0.76763717464596,0.0235370066038533,"Negative"
"ZFAT",266,0.0235363690124187,0.702378508617419,0.76763717464596,0.0235363690124187,"Positive"
"GAL3ST2",266,-0.0235132222232812,0.702657330937688,0.767885725448289,0.0235132222232812,"Negative"
"NPIPA1",266,-0.0235051270321234,0.702754853637359,0.767936124532844,0.0235051270321234,"Negative"
"APBA2",266,-0.0234930127948661,0.702900802837937,0.768039430485367,0.0234930127948661,"Negative"
"ARHGEF3",266,0.0234483813944443,0.703438604342224,0.768570855720653,0.0234483813944443,"Positive"
"STK17B",266,-0.0234420054800984,0.70351544518006,0.768598598474836,0.0234420054800984,"Negative"
"PRICKLE1",266,-0.0234037499940226,0.703976553408706,0.769046122952296,0.0234037499940226,"Negative"
"EPN1",266,0.0233686824651198,0.704399331037761,0.769451711492623,0.0233686824651198,"Positive"
"C2ORF81",266,0.0233227758818288,0.704952922653512,0.770000125138614,0.0233227758818288,"Positive"
"POLR2I",266,0.0233157623760482,0.705037512841081,0.770032816470371,0.0233157623760482,"Positive"
"TERF2",266,0.0233087488702677,0.705122106654849,0.770032816470371,0.0233087488702677,"Positive"
"EFR3A",266,0.0233074736873985,0.705137487737779,0.770032816470371,0.0233074736873985,"Positive"
"NICN1",266,0.0232928090844028,0.7053143788034,0.770169688249689,0.0232928090844028,"Positive"
"ZNF107",266,0.0232870707614914,0.70538360135877,0.770188979732397,0.0232870707614914,"Positive"
"DSC3",266,-0.0232825852392934,0.705437712813149,0.770191770205045,0.0232825852392934,"Negative"
"BOD1L1",266,-0.0232539160068924,0.705783601364831,0.770506244437524,0.0232539160068924,"Negative"
"TRAK2",266,0.0232488152754156,0.70584514700585,0.770506244437524,0.0232488152754156,"Positive"
"HIF1A",266,0.023241801769635,0.705929775386168,0.770506244437524,0.023241801769635,"Positive"
"APBB1",266,-0.023238613812462,0.705968244027299,0.770506244437524,0.023238613812462,"Negative"
"MSX1",266,0.0232373386295928,0.70598363169294,0.770506244437524,0.0232373386295928,"Positive"
"TMEM198",266,-0.0231978079606479,0.706460708585664,0.770931078085939,0.0231978079606479,"Negative"
"SLC38A1",266,0.0231965327777787,0.706476100073399,0.770931078085939,0.0231965327777787,"Positive"
"PDE3A",266,-0.0231793178090446,0.706683896836652,0.771101507183022,0.0231793178090446,"Negative"
"NRIP3",266,-0.0231742170775678,0.706745470423103,0.77111237092103,0.0231742170775678,"Negative"
"DPEP1",266,-0.0231545809211272,0.706982526502747,0.771314683664977,0.0231545809211272,"Negative"
"TPR",266,-0.0231410623229688,0.707145745225843,0.771436416527593,0.0231410623229688,"Negative"
"KIF27",266,0.0231257601285384,0.707330514603711,0.771581639844092,0.0231257601285384,"Positive"
"GOPC",266,-0.02309961887972,0.707646201938764,0.771869641556893,0.02309961887972,"Negative"
"NCR3LG1",266,-0.0230855918681588,0.707815615748603,0.771998064077417,0.0230855918681588,"Negative"
"WAPL",266,0.0230288462304797,0.7085011183099,0.772641308904249,0.0230288462304797,"Positive"
"DEGS2",266,-0.0230282086390451,0.7085088219211,0.772641308904249,0.0230282086390451,"Negative"
"ESCO1",266,0.023014181627484,0.70867830886778,0.772769726728158,0.023014181627484,"Positive"
"MIS12",266,0.0229861276043618,0.709017325783264,0.773043355577426,0.0229861276043618,"Positive"
"FAM221A",266,0.0229848524214926,0.709032737005281,0.773043355577426,0.0229848524214926,"Positive"
"SRRM5",266,-0.0229733904233115,0.709171266294166,0.773137965932171,0.0229733904233115,"Negative"
"MTAP",266,0.0229485097097206,0.709472006586981,0.773409391885793,0.0229485097097206,"Positive"
"ENTREP1",266,0.0229332075152902,0.709656990941968,0.773554599611971,0.0229332075152902,"Positive"
"KDM4C",266,0.0229166301379907,0.709857409863672,0.773716609218839,0.0229166301379907,"Positive"
"RASA1",266,0.0229089790407756,0.709949917637219,0.773760984867762,0.0229089790407756,"Positive"
"TMEM179",266,-0.0228993470107264,0.710066382487951,0.773831462502736,0.0228993470107264,"Negative"
"MPST",266,0.0228637100489192,0.710497342230549,0.774244641883593,0.0228637100489192,"Positive"
"MS4A4A",266,-0.0228305552943202,0.710898367169877,0.774625142753522,0.0228305552943202,"Negative"
"C3ORF70",266,-0.0228120651427169,0.711122050266265,0.774812362987947,0.0228120651427169,"Negative"
"CD82",266,-0.0227782727966832,0.711530914303304,0.775201307524581,0.0227782727966832,"Negative"
"FRA10AC1",266,0.0227521315478648,0.711847261956576,0.77548940759639,0.0227521315478648,"Positive"
"PHIP",266,-0.0227310910305231,0.712101919068667,0.775710264617677,0.0227310910305231,"Negative"
"LRRC46",266,0.0227145136532236,0.712302580494851,0.775872274882434,0.0227145136532236,"Positive"
"TTC23",266,-0.0226985738673587,0.712495542853451,0.776025875961483,0.0226985738673587,"Negative"
"CEP126",266,-0.0226921979530127,0.712572732922082,0.776053368602681,0.0226921979530127,"Negative"
"FAM53B",266,-0.0226819964900592,0.712696243121034,0.776131300188448,0.0226819964900592,"Negative"
"ZMYND15",266,-0.0226730702099748,0.712804320690808,0.776192415394706,0.0226730702099748,"Negative"
"CCDC77",266,-0.0226609559727175,0.712951006563639,0.776295560280918,0.0226609559727175,"Negative"
"PPP4R2",266,0.0226564928326753,0.713005051388525,0.776297825427678,0.0226564928326753,"Positive"
"FAM32A",266,0.0226482041440255,0.713105424149547,0.77633598118059,0.0226482041440255,"Positive"
"ZNF451",266,-0.0226450161868525,0.713144030372932,0.77633598118059,0.0226450161868525,"Negative"
"TMEM55A",266,-0.0225978344206924,0.713715487851042,0.776901462620716,0.0225978344206924,"Negative"
"CCDC142",266,-0.0225933712806502,0.713769552913892,0.776903704989481,0.0225933712806502,"Negative"
"HIST1H2AI",266,-0.0225832418122192,0.713892263383654,0.776980658799971,0.0225832418122192,"Negative"
"MATN3",266,0.0225340788691169,0.714487937889888,0.7775723249171,0.0225340788691169,"Positive"
"ZDHHC6",266,0.0225168603084986,0.714696604599746,0.777742757584179,0.0225168603084986,"Positive"
"TREM2",266,0.0224970949740261,0.714936161063016,0.777946777632777,0.0224970949740261,"Positive"
"SRSF10",266,-0.0224422621106508,0.715600883181318,0.778613371729477,0.0224422621106508,"Negative"
"SCAMP5",266,-0.0223989058930982,0.716126629260922,0.779128666122563,0.0223989058930982,"Negative"
"RBM5",266,0.0223683015042376,0.716497824743752,0.779444230502034,0.0223683015042376,"Positive"
"IST1",266,0.0223663887299338,0.716521026674103,0.779444230502034,0.0223663887299338,"Positive"
"DDTL",266,0.0223478985783305,0.716745325412623,0.779631455973437,0.0223478985783305,"Positive"
"FAM46C",266,0.0223332339753348,0.716923234792754,0.779730382964223,0.0223332339753348,"Positive"
"HIST1H2AM",266,0.022328133243858,0.716985119897056,0.779730382964223,0.022328133243858,"Positive"
"WDR11",266,0.0223274956524234,0.716992855665006,0.779730382964223,0.0223274956524234,"Positive"
"ART4",266,-0.0223059419871728,0.717254378904734,0.779958011825435,0.0223059419871728,"Negative"
"NR4A1",266,0.022294978489259,0.717387418092538,0.779976547219047,0.022294978489259,"Positive"
"COMMD9",266,-0.0222937033063898,0.717402892657556,0.779976547219047,0.0222937033063898,"Negative"
"HESX1",266,-0.0222911529406514,0.717433842133534,0.779976547219047,0.0222911529406514,"Negative"
"FGD5",266,0.0222873273920438,0.717480267212272,0.779976547219047,0.0222873273920438,"Positive"
"LRRC40",266,0.0222809514776978,0.717557644649189,0.780003904054008,0.0222809514776978,"Positive"
"PLA2R1",266,0.0222764883376557,0.717611810569552,0.780006027219044,0.0222764883376557,"Positive"
"COL4A1",266,0.0222637365089637,0.71776657811982,0.780117490762604,0.0222637365089637,"Positive"
"GET4",266,-0.0222497094974026,0.71793683572837,0.780214246238228,0.0222497094974026,"Negative"
"CTSD",266,0.0222477967230988,0.717960053754396,0.780214246238228,0.0222477967230988,"Positive"
"PER2",266,-0.0222356824858415,0.718107107266248,0.780317288001926,0.0222356824858415,"Negative"
"ZNF763",266,0.0222114540113268,0.718401245436205,0.780580129869188,0.0222114540113268,"Positive"
"ELF1",266,0.0221419565449558,0.719245187641182,0.7814402805943,0.0221419565449558,"Positive"
"WASHC4",266,0.0220896740473188,0.719880304414043,0.782073439578313,0.0220896740473188,"Positive"
"TRPS1",266,0.0220750094443231,0.720058481473883,0.78221012614444,0.0220750094443231,"Positive"
"ZNF805",266,0.0220469554212009,0.72039938405921,0.782500321079113,0.0220469554212009,"Positive"
"DUSP4",266,0.0220444050554625,0.720430377945118,0.782500321079113,0.0220444050554625,"Positive"
"WASHC2C",266,-0.022018263806644,0.720748091602807,0.782788494398716,0.022018263806644,"Negative"
"CHMP4A",266,-0.0219608805775303,0.721445679872326,0.783489169207087,0.0219608805775303,"Negative"
"RXRB",266,-0.0219334641458427,0.721779053439887,0.783794234159953,0.0219334641458427,"Negative"
"PRKX",266,-0.0219232626828891,0.721903112836838,0.783871972864481,0.0219232626828891,"Negative"
"ACTR1A",266,-0.0219117860370664,0.7220426883519,0.783966547081113,0.0219117860370664,"Negative"
"MYADM",266,0.0219041349398512,0.722135743807097,0.784010601506847,0.0219041349398512,"Positive"
"ZNF865",266,-0.0218971214340707,0.722221048232253,0.784046234978681,0.0218971214340707,"Negative"
"ERAP1",266,-0.0218595035394295,0.722678648731723,0.784473038781765,0.0218595035394295,"Negative"
"ZMYND10",266,0.0218556779908219,0.722725189904189,0.784473038781765,0.0218556779908219,"Positive"
"LYNX1",266,0.0218518524422143,0.722771732096674,0.784473038781765,0.0218518524422143,"Positive"
"TMEM259",266,0.0218473893021721,0.722826032610225,0.784474980106367,0.0218473893021721,"Positive"
"TTBK2",266,-0.0218212480533536,0.723144106338527,0.784763170462825,0.0218212480533536,"Negative"
"CSTF2",266,-0.0218148721390077,0.723221692513732,0.784790358426865,0.0218148721390077,"Negative"
"HNRNPH3",266,0.0218021203103158,0.723376873349685,0.784901736706199,0.0218021203103158,"Positive"
"ENTPD4",266,-0.021751112995548,0.723997709727771,0.785518322726645,0.021751112995548,"Negative"
"ZNF718",266,0.0217345356182485,0.724199520449003,0.785680220478406,0.0217345356182485,"Positive"
"MAP3K9",266,-0.021717958240949,0.72440135023087,0.785842115394595,0.021717958240949,"Negative"
"TRIL",266,-0.0217045688208225,0.724564380499265,0.785961899526468,0.0217045688208225,"Negative"
"KDM8",266,0.0216892666263921,0.724750716013142,0.786106944494324,0.0216892666263921,"Positive"
"COL4A2",266,-0.0216746020233964,0.724929302759604,0.78620707850937,0.0216746020233964,"Negative"
"AHSP",266,-0.0216724087429363,0.724956013989558,0.78620707850937,0.0216724087429363,"Negative"
"RNF223",266,0.0216676099411928,0.725014458153396,0.78620707850937,0.0216676099411928,"Positive"
"FOLR2",266,0.0216644005604429,0.72505354579447,0.78620707850937,0.0216644005604429,"Positive"
"C16ORF54",266,-0.0216242323000633,0.725542822683466,0.78668052170622,0.0216242323000633,"Negative"
"ADAP2",266,-0.0216076549227638,0.725744778966945,0.786785286864092,0.0216076549227638,"Negative"
"GAREM2",266,-0.0216076549227638,0.725744778966945,0.786785286864092,0.0216076549227638,"Negative"
"ALKBH6",266,-0.0215968158683756,0.725876837559821,0.786871350141947,0.0215968158683756,"Negative"
"FBXL7",266,-0.0215611107480382,0.726311911394066,0.787285854325638,0.0215611107480382,"Negative"
"ADAM32",266,0.021536248114921,0.72661491927805,0.787557155851033,0.021536248114921,"Positive"
"NAALAD2",266,0.021517116939051,0.726848105241415,0.787752745516649,0.021517116939051,"Positive"
"ELMSAN1",266,0.0215120162075743,0.726910281256647,0.787762980899025,0.0215120162075743,"Positive"
"PCDH17",266,0.021493526055971,0.727135684300274,0.787950093410836,0.021493526055971,"Positive"
"SUN1",266,0.0214667472157179,0.727462171713628,0.7882467094531,0.0214667472157179,"Positive"
"C19ORF44",266,-0.0214425187412032,0.727757607483019,0.788464263518592,0.0214425187412032,"Negative"
"FCER2",266,-0.0214416249231205,0.727768507239966,0.788464263518592,0.0214416249231205,"Negative"
"OGG1",266,-0.0214355052354227,0.727843135874489,0.788487933780202,0.0214355052354227,"Negative"
"MFSD10",266,0.021401712889389,0.72825527443997,0.788877205776137,0.021401712889389,"Positive"
"FBXL9P",266,0.0213609070375749,0.728753055332598,0.789330732837522,0.0213609070375749,"Positive"
"FAHD2B",266,-0.0213558063060981,0.728815285945746,0.789330732837522,0.0213558063060981,"Negative"
"CMTM7",266,0.0213532559403597,0.728846401918673,0.789330732837522,0.0213532559403597,"Positive"
"DHX8",266,0.0213500679831867,0.728885297509447,0.789330732837522,0.0213500679831867,"Positive"
"FSD2",266,0.0213188260028915,0.729266511007584,0.789686315449572,0.0213188260028915,"Positive"
"LPL",266,-0.0212984230769844,0.729515502693724,0.78980104277402,0.0212984230769844,"Negative"
"H2AFV",266,0.0212977854855498,0.729523284141056,0.78980104277402,0.0212977854855498,"Positive"
"RANBP3",266,-0.0212971478941152,0.729531065616086,0.78980104277402,0.0212971478941152,"Negative"
"MITD1",266,-0.021286308839727,0.729663354928569,0.789887018788253,0.021286308839727,"Negative"
"PAQR6",266,-0.0212729194196005,0.729826782183662,0.79000668785173,0.0212729194196005,"Negative"
"HSPA14",266,0.0212455029879129,0.73016145700884,0.790311694410597,0.0212455029879129,"Positive"
"NFAM1",266,0.0212206369219636,0.730465043485641,0.79058300982627,0.0212206369219636,"Positive"
"MINPP1",266,0.021170904790065,0.731072342374199,0.791182970351215,0.021170904790065,"Positive"
"CEBPG",266,-0.0211479514984196,0.73135269072571,0.791429036345627,0.0211479514984196,"Negative"
"SRSF1",266,0.0211026825065632,0.731905704496252,0.791970108609989,0.0211026825065632,"Positive"
"MOGAT2",266,0.0210411884723552,0.732657147960335,0.792725800925577,0.0210411884723552,"Positive"
"ATG14",266,-0.021035097814496,0.732731588333196,0.792748928020685,0.021035097814496,"Negative"
"HSDL1",266,-0.02102872190015,0.732809517805574,0.792775826381163,0.02102872190015,"Negative"
"IFT52",266,0.0210204332115002,0.732910830214039,0.792828015392291,0.0210204332115002,"Positive"
"VPS37D",266,-0.0210000302855931,0.73316023431314,0.793040383781334,0.0210000302855931,"Negative"
"HOXA4",266,-0.0209930167798126,0.733245973442826,0.79307570208966,0.0209930167798126,"Negative"
"DUSP7",266,-0.0209171433990956,0.734173726258568,0.79402166774609,0.0209171433990956,"Negative"
"PXK",266,0.020883351053062,0.734587051413376,0.794411174248185,0.020883351053062,"Positive"
"PCED1B",266,-0.02087059922437,0.734743043046488,0.794522353968258,0.02087059922437,"Negative"
"INTS8",266,0.0208552970299397,0.73493024737013,0.794667267332251,0.0208552970299397,"Positive"
"PNPLA2",266,0.020827880598252,0.735265694273758,0.794972440237076,0.020827880598252,"Positive"
"EIF5",266,0.020715664505763,0.736639208970565,0.796399851122541,0.020715664505763,"Positive"
"HPCAL1",266,-0.0206952615798559,0.736889028976047,0.796612287710628,0.0206952615798559,"Negative"
"OLFML2B",266,0.0206882480740754,0.736974910990218,0.796647481568948,0.0206882480740754,"Positive"
"LYN",266,-0.0206385159421768,0.737583986184945,0.797248185342369,0.0206385159421768,"Negative"
"NEK6",266,0.0206117371019238,0.737912017653822,0.797545046428191,0.0206117371019238,"Positive"
"MTRNR2L8",266,-0.0206018114871263,0.738033615037938,0.797618764020238,0.0206018114871263,"Negative"
"MGAT1",266,0.0205556290556793,0.738599475518174,0.798172566895689,0.0205556290556793,"Positive"
"ANKRD18A",266,0.0205080842912794,0.739182175391493,0.798744485943834,0.0205080842912794,"Positive"
"ORAI2",266,0.0204995210094348,0.739287141233688,0.798800130398529,0.0204995210094348,"Positive"
"ADGRG1",266,-0.0204950578693926,0.739341850824965,0.798801468827233,0.0204950578693926,"Negative"
"DIS3L2",266,-0.02045170165184,0.739873383650595,0.799317940291889,0.02045170165184,"Negative"
"ADAM11",266,-0.0204096206171566,0.740389401313153,0.799817576557755,0.0204096206171566,"Negative"
"ZNF284",266,0.0204013319285069,0.740491054857757,0.799837056233462,0.0204013319285069,"Positive"
"ZKSCAN3",266,0.0203994191542031,0.740514514007967,0.799837056233462,0.0203994191542031,"Positive"
"PRRC2C",266,-0.0203949560141609,0.740569252958135,0.799838350921166,0.0203949560141609,"Negative"
"TMSB15A",266,0.0203464990651316,0.741163645570528,0.800422446409175,0.0203464990651316,"Positive"
"HLA-DPB1",266,-0.0203050556218828,0.741672129565512,0.800913686828046,0.0203050556218828,"Negative"
"ZNF788",266,0.0202961293417984,0.741781663883478,0.800974071323113,0.0202961293417984,"Positive"
"XPO4",266,-0.0202891158360179,0.74186773021096,0.801009108240932,0.0202891158360179,"Negative"
"FBXL20",266,0.0202419340698577,0.742446805255692,0.801576412785632,0.0202419340698577,"Positive"
"BMP6",266,-0.0202323701983388,0.742564203013979,0.801645225381256,0.0202323701983388,"Negative"
"ZNF808",266,0.0202253566925582,0.742650298487814,0.801656107145092,0.0202253566925582,"Positive"
"ACAT2",266,-0.0202228063268198,0.74268160672656,0.801656107145092,0.0202228063268198,"Negative"
"MYZAP",266,0.0201533217100382,0.743534761178116,0.802519022992549,0.0201533217100382,"Positive"
"PRR36",266,0.0201437449889298,0.743652371816886,0.802587977356774,0.0201437449889298,"Positive"
"NPIPB15",266,0.0201158705265034,0.743994728802653,0.802899462080678,0.0201158705265034,"Positive"
"SRCIN1",266,0.0200933752655967,0.744271054580844,0.803139647817338,0.0200933752655967,"Positive"
"GNB5",266,-0.0200404551765252,0.7449212398686,0.803783199884219,0.0200404551765252,"Negative"
"KIAA1328",266,0.0200073004219261,0.745328676993723,0.804161582475781,0.0200073004219261,"Positive"
"ZNF541",266,-0.0200031592660623,0.745379572430694,0.804161582475781,0.0200031592660623,"Negative"
"JARID2",266,-0.0199856223131498,0.745595116501867,0.804311773443537,0.0199856223131498,"Negative"
"CX3CL1",266,0.0199830719474115,0.745626464316189,0.804311773443537,0.0199830719474115,"Positive"
"ZNF354B",266,0.019917400029648,0.746433814617269,0.8051245311601,0.019917400029648,"Positive"
"ZC3H6",266,0.0198912587808295,0.7467552641437,0.80538878335421,0.0198912587808295,"Positive"
"ADCY3",266,-0.0198887084150912,0.746786627419674,0.80538878335421,0.0198887084150912,"Negative"
"AGR2",266,-0.0198574790957585,0.747170705650295,0.805744833011605,0.0198574790957585,"Negative"
"PARP4",266,-0.0198243116801969,0.747578688196494,0.806126607692177,0.0198243116801969,"Negative"
"TLR7",266,-0.019808371894332,0.747774783800498,0.806279862518632,0.019808371894332,"Negative"
"RNF44",266,0.0197426999765685,0.748582868729691,0.807092918299138,0.0197426999765685,"Positive"
"FBXO16",266,0.0197305857393112,0.748731962969517,0.807195409886817,0.0197305857393112,"Positive"
"POMZP3",266,0.0196999813504505,0.749108663696392,0.807543247724087,0.0196999813504505,"Positive"
"PREX2",266,0.0196916926618008,0.749210697058374,0.807594963803669,0.0196916926618008,"Positive"
"SGCD",266,-0.0196776656502397,0.749383378844926,0.807722820819938,0.0196776656502397,"Negative"
"CDV3",266,-0.019650249218552,0.749720929311114,0.808005695453598,0.019650249218552,"Negative"
"HAPLN1",266,0.0196475636707832,0.749753996276711,0.808005695453598,0.0196475636707832,"Positive"
"ZNF551",266,0.0196260207440373,0.75001926940022,0.808233273142169,0.0196260207440373,"Positive"
"NCOA3",266,-0.0196132689153454,0.750176305438097,0.808344188325139,0.0196132689153454,"Negative"
"TAF1A",266,-0.0195979667209151,0.750364762271735,0.808488942198157,0.0195979667209151,"Negative"
"TIGD1",266,-0.0195718254720966,0.750686743626245,0.808753052111207,0.0195718254720966,"Negative"
"CSNK2B",266,-0.0195692751063582,0.750718158754007,0.808753052111207,0.0195692751063582,"Negative"
"RASSF7",266,0.0195622616005777,0.750804552474159,0.808787799928718,0.0195622616005777,"Positive"
"MCF2L",266,0.0195373955346284,0.751110882509147,0.80905944724235,0.0195373955346284,"Positive"
"PRPF39",266,0.0195329323945862,0.751165868953509,0.809060340035794,0.0195329323945862,"Positive"
"STK40",266,0.0194991400485526,0.751582235640617,0.809450437476402,0.0194991400485526,"Positive"
"WFDC3",266,0.0194864503419288,0.751738608297728,0.809502955798933,0.0194864503419288,"Positive"
"COPS3",266,0.0194863882198607,0.75173937384019,0.809502955798933,0.0194863882198607,"Positive"
"MYPOP",266,0.0194468575509157,0.752226567272163,0.80996920055347,0.0194468575509157,"Positive"
"RPS6KB2",266,-0.0193964878275825,0.752847488217938,0.810579360467587,0.0193964878275825,"Negative"
"ZNF579",266,0.019383098407456,0.753012569921963,0.810698672676867,0.019383098407456,"Positive"
"PCGF5",266,0.0193320910926883,0.753641555417979,0.811317373812005,0.0193320910926883,"Positive"
"SPACA6",266,0.0193014867038276,0.754019024779593,0.811632154954263,0.0193014867038276,"Positive"
"MTHFD2",266,-0.0192995739295238,0.754042618556142,0.811632154954263,0.0192995739295238,"Negative"
"FAM160B1",266,-0.0192906476494395,0.754152725864795,0.811692188162404,0.0192906476494395,"Negative"
"EPM2A",266,0.0192587680777096,0.754546006805042,0.812056969646316,0.0192587680777096,"Positive"
"C17ORF97",266,-0.0192415531089755,0.754758404835163,0.812227042921229,0.0192415531089755,"Negative"
"ARMC3",266,0.0191896121541753,0.75539936326497,0.812858250220802,0.0191896121541753,"Positive"
"FAM229A",266,-0.0191676047236668,0.755670988476648,0.813058974127568,0.0191676047236668,"Negative"
"NFATC3",266,-0.0191656797282585,0.755694749030141,0.813058974127568,0.0191656797282585,"Negative"
"GPR174",266,-0.0191478137094638,0.755915283369861,0.813204340516014,0.0191478137094638,"Negative"
"FAM161A",266,-0.019145914393786,0.75593872928214,0.813204340516014,0.019145914393786,"Negative"
"HTR2B",266,-0.0191261521079815,0.756182696096343,0.813408215508588,0.0191261521079815,"Negative"
"BZW2",266,0.0191153100049254,0.756316552893496,0.813451831110128,0.0191153100049254,"Positive"
"CH507-42P11",266,0.0191140470090127,0.756332146336413,0.813451831110128,0.0191140470090127,"Positive"
"CNN1",266,-0.019106383724841,0.756426762363806,0.813495025768692,0.019106383724841,"Negative"
"OLIG1",266,-0.0190897391199498,0.756632280284801,0.813657474458296,0.0190897391199498,"Negative"
"CNOT1",266,-0.0190751417445458,0.756812534292321,0.813792733735909,0.0190751417445458,"Negative"
"TRIM41",266,-0.0190662154644614,0.756922765915425,0.813836440654324,0.0190662154644614,"Negative"
"VPS4B",266,0.0190630275072885,0.756962135544001,0.813836440654324,0.0190630275072885,"Positive"
"RELN",266,0.0190553764100733,0.757056625210925,0.813879456248274,0.0190553764100733,"Positive"
"HBA2",266,0.0190387990327738,0.757261365207589,0.814040982574381,0.0190387990327738,"Positive"
"POLR3C",266,0.0190343358927316,0.75731649040875,0.814041664283805,0.0190343358927316,"Positive"
"SEPT11",266,-0.0190241344297781,0.757442495477199,0.814118529385846,0.0190241344297781,"Negative"
"BCL7C",266,0.0190088322353478,0.757631515096735,0.814263108203606,0.0190088322353478,"Positive"
"FAM166B",266,-0.0189960804066558,0.757789042455114,0.814357563939565,0.0189960804066558,"Negative"
"STRN4",266,0.0189928924494828,0.757828425857677,0.814357563939565,0.0189928924494828,"Positive"
"RFXAP",266,-0.0189533617805378,0.758316831944239,0.814823790003236,0.0189533617805378,"Negative"
"PCSK4",266,-0.0189399723604113,0.758482281567634,0.814942951980645,0.0189399723604113,"Negative"
"ACTR3",266,0.0189355092203691,0.75853743388625,0.814943597614289,0.0189355092203691,"Positive"
"ANKRD13A",266,-0.0189080927886815,0.758876253492057,0.81524898251962,0.0189080927886815,"Negative"
"PRPF31",266,0.0188864146799052,0.759144189961783,0.815436476871811,0.0188864146799052,"Positive"
"ZNF326",266,-0.018885139497036,0.759159951826303,0.815436476871811,0.018885139497036,"Negative"
"ZC3H4",266,-0.0188647365711289,0.759412155184448,0.815648730052518,0.0188647365711289,"Negative"
"SREK1",266,0.0188468840109602,0.75963285399506,0.815827117601165,0.0188468840109602,"Positive"
"TMEM234",266,-0.0188099037077536,0.760090077712927,0.816243139914678,0.0188099037077536,"Negative"
"GLA",266,0.0188067157505806,0.760129497455854,0.816243139914678,0.0188067157505806,"Positive"
"WDR46",266,0.0187850376418043,0.760397568130351,0.816455960470073,0.0187850376418043,"Positive"
"CREBBP",266,-0.0187818496846313,0.760436992702362,0.816455960470073,0.0187818496846313,"Negative"
"GPRC5D",266,-0.0187749409231312,0.760522433540777,0.816489014348952,0.0187749409231312,"Negative"
"EGR3",266,0.0187499701129015,0.760831272434891,0.816761884083417,0.0187499701129015,"Positive"
"GLTPD2",266,0.0187327551441674,0.761044209182158,0.816931769847831,0.0187327551441674,"Positive"
"PLEKHJ1",266,0.0186823854208343,0.761667349648876,0.817541926742676,0.0186823854208343,"Positive"
"NSG1",266,0.0186683584092731,0.761840909815606,0.81766946991417,0.0186683584092731,"Positive"
"EVA1C",266,-0.018657519354885,0.761975032649135,0.81775467045585,0.018657519354885,"Negative"
"AC009014",266,0.0185978565922239,0.762713428898115,0.818458533031617,0.0185978565922239,"Positive"
"SIGIRR",266,0.0185956729857291,0.762740457652197,0.818458533031617,0.0185956729857291,"Positive"
"ZFAND5",266,0.0185682565540415,0.763079843627512,0.818763900305351,0.0185682565540415,"Positive"
"CAP2",266,0.018499396679105,0.763932454484442,0.819619860495768,0.018499396679105,"Positive"
"PGM2",266,0.0184815441189363,0.764153548257249,0.819798194428369,0.0184815441189363,"Positive"
"IRAK1BP1",266,-0.0184770809788941,0.76420882468858,0.819798623583419,0.0184770809788941,"Negative"
"TFF3",266,0.0184541276872487,0.76449312234433,0.820044715638827,0.0184541276872487,"Positive"
"BCR",266,0.0184490269557719,0.764556303888823,0.820053605958869,0.0184490269557719,"Positive"
"FAM69C",266,-0.0184286867931133,0.764808268126332,0.82026496643975,0.0184286867931133,"Negative"
"HIKESHI",266,0.0184165097926074,0.764959122850618,0.820367863335634,0.0184165097926074,"Positive"
"TSPAN33",266,-0.0183795294894008,0.765417307525517,0.820800312764604,0.0183795294894008,"Negative"
"RPS6KA3",266,0.0183667776607089,0.765575321175105,0.820910832833397,0.0183667776607089,"Positive"
"ENTPD7",266,-0.018350837874844,0.765772851876662,0.821063707326882,0.018350837874844,"Negative"
"MPEG1",266,-0.0183183207116796,0.766175861453085,0.821436859067578,0.0183183207116796,"Negative"
"ERCC2",266,0.0182998305600763,0.766405051829372,0.821623614587656,0.0182998305600763,"Positive"
"DR1",266,0.018281340408473,0.766634262531566,0.821810365094651,0.018281340408473,"Positive"
"RNFT2",266,-0.0182583871168275,0.766918828204215,0.82205642351602,0.0182583871168275,"Negative"
"TNPO3",266,0.0182137557164057,0.767472239793696,0.822523422377018,0.0182137557164057,"Positive"
"SEZ6",266,0.0182104091196327,0.767513741016501,0.822523422377018,0.0182104091196327,"Positive"
